Name,Subtitile,Authoring country,Authorinng regional organization,All applicable countries,Topics,Subtopics,Document type,Description,Date of original publication,Date entered into force,Language,Original language title,File URL,size,type
Epidemiological Safety Law,,LVA,,LVA,"Childhood vaccination, General vaccination policies, Quarantine and isolation","Authority to isolate, Authority to quarantine, Childhood vaccination requirement, Emergency vaccination authority, Enforcement of emergency vaccination, Isolation enforcement mechanisms and penalties, List of actionable diseases, Quarantine and isolation policies, Quarantine enforcement mechanisms and penalties",Legislation,"This law describes the rights and responsibilities of citizens and the government to prevent, detect and respond to disease outbreaks. The law includes information on mandatory vaccination for some populations, including schoolchildren, and quarantine and isolation of residents. 
",1997-12-11,1998-01-01,Latvian,Epidemioloģiskās drošības likums,https://ampeid.org/static/3b09b16ca8e6dbc2137903e729892322/LVA_Epidemioligical Safety Law..pdf,227 kB,.pdf
Eritrean Water Law (Proclamation- No. 162 of 2010),,ERI,,ERI,"Antimicrobial resistance and water, sanitation, and hygiene","Water quality standards, Water quality monitoring, Sewerage, Effluent wastewater disposal , Pollutant disposal in water sources",Legislation,"This law aims to ensure the sustainable utilization of water resources, including promoting conservation, integrated management, and public participation. It requires permits for various water uses and enforcing pollution prevention and water quality control measures. Additionally, it mandates the planning of water resources through systematic studies, monitoring, and the establishment of a national water resource database and master plan.
",2010-08-23,2010-08-23,English,Eritrean Water Law (Proclamation- No. 162 of 2010),https://ampeid.org/static/88e2fa86569daaa28fd047c981384043/eri200683..pdf,11.2 MB,.pdf
European Communities (Drinking Water) (No. 2) Regulations 2007 - (Public Water Supplies),,IRL,,IRL,"Antimicrobial resistance and water, sanitation, and hygiene","Water quality standards, Water quality monitoring",Regulation,"This regulation mandates that the Water Services Authorities (WSAs) implement the provisions of the European Communities (Drinking Water) regulations 2007. The quality of drinking water must be monitored and meet the outlined standards. 
",2010-01-01,2010-01-01,English,European Communities (Drinking Water) (No. 2) Regulations 2007 - (Public Water Supplies),https://ampeid.org/static/793b498955279f6bc05a5f5caabee99d/ire_epa-public-water-supplies-handbook..pdf,4.44 MB,.pdf
European Union (Veterinary Medicinal Products and Medicated Feed) Regulations 2022,,,,"AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,IRL,ITA,LVA,LTU,LUX,MLT,NLD,PRT,POL,ROU,SVK,SVN,ESP,SWE",Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,Legislation,"This policy outlines the regulatory framework for the development, sale and use of pharmaceutical products for use in animal farming. 
",2022-01-28,2022-01-28,English,European Union (Veterinary Medicinal Products and Medicated Feed) Regulations 2022,https://ampeid.org/static/5f5e998d3bc52ee0c426b68924431e4c/Euvetmedspdf..pdf,328 kB,.pdf
European Union (Veterinary Medicinal Products and Medicated Feed) Regulations 2022 (S.I. No. 36/2022),,IRL,,IRL,Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,Regulation,"These Regulations give effect to a number of EU Regulations which regulate veterinary medicinal products in the EU.
",,,English,European Union (Veterinary Medicinal Products and Medicated Feed) Regulations 2022 (S.I. No. 36/2022),https://ampeid.org/static/5f5e998d3bc52ee0c426b68924431e4c/Ireland_VMP..pdf,328 kB,.pdf
Executive Decree 905,Regulations to the Common Regime on Access to Genetic Resources,ECU,,ECU,Access and benefit-sharing,"Scope of legislation, Access to resources, Prior informed consent (PIC), Contractual terms, Compliance",Regulation,"This decree outlines the procedure for requesting access to genetic resources within Ecuador
",2011-10-11,2011-10-11,Spanish,Decreto Ejecutivo 905 Reglamento al Regimen Comun Sobre Acceso a Los Recursos Genetico,https://ampeid.org/static/7de42a0bdf40c53ddabf996598767f2f/Documento_Reglamento_regimen_comun_sobre_acceso_recursos_geneticos..pdf,58.4 kB,.pdf
Executive Decree No. 127/06 regulating the Institute for Veterinary Services (ISV),,AGO,,AGO,Antimicrobial resistance in agriculture,Competent veterinary authority,Other,"This Executive Decree approves the regulation of the Institute for Veterinary Services (ISV) in Luanda, Angola, and outlines its responsibilities. This institution has control over animal production, livestock, and the trade and transport of animals. 
",2006-09-22,,Portuguese,Decreto executivo n. 127/06 de 22 de Setembro,https://ampeid.org/static/da794e1733701877963623d93f06761c/Angola_InstituteVet..pdf,148 kB,.pdf
"Executive Decree No. 19 of March 26, 2019",on the Regulation of the Access and Control of the Use of Biological and Genetic Resources in the Republic of Panama and on the Establishment of Other Measures,PAN,,PAN,Access and benefit-sharing,"Access to resources, Benefit-sharing, Compliance, Prior informed consent (PIC), Scope of legislation",Legislation,"Executive decree outlining the rules and regulations by which access to biological and genetic resources are governed.
",2019-03-27,2019-03-28,Spanish,Decreto Ejecutivo N° 19 de 26 de marzo de 2019 'Por el Cual se Reglamenta el Acceso y Control del Uso de los Recursos Biologicos y Geneticos en la Republica de Panama y Se Dictan otras Medidas',https://ampeid.org/static/aac7e1aced48c29c194eec476e1098c9/pa045es..pdf,2.62 MB,.pdf
"Executive Decree No. 25 By Which Article 71 of Law 41 of July 1, 1998, General of the Environment, is regulated",,PAN,,PAN,Access and benefit-sharing,"Scope of legislation, Prior informed consent (PIC), Access to resources, Benefit-sharing, Contractual terms, Compliance, Legal sanctions",Regulation,"Detailed regulations for the use of contracts to ensure benefits to the Panamanian state for all biological resources.
",2009-04-30,2009-04-30,Spanish,"Decreto Ejecutivo No. 25 Por el cual se reglamenta el Artículo 71 de la Ley 41 de 1 de julio de 1998, General de Ambiente",https://ampeid.org/static/4a525204241f70a0e8794276be2a6f28/17532..pdf,29.6 kB,.pdf
Executive Decree No. 9-96 Regulation of the General Law of the Environment and Natural Resources,,NIC,,NIC,Access and benefit-sharing,"Access to resources, Scope of legislation, Legal sanctions, Compliance",Regulation,"This regulation supports the Law 217 in designating competent national authorities responsible for monitoring compliance and enacting sanctions in cases of infractions.
",1996-08-29,1996-08-29,Spanish,DECRETO EJECUTIVO N°. 9-96 REGLAMENTO DE LA LEY GENERAL DEL MEDIO AMBIENTE Y LOS RECURSOS NATURALES,https://ampeid.org/static/7c51270049f05bfc08c88f00d5ab1cc8/REGLAMENTO DE LA LEY GENERAL DEL MEDIO AMBIENTE Y LOS RECURSOS NATURALES..pdf,343 kB,.pdf
Executive Decree Nº 31514-MINAE,,CRI,,CRI,Access and benefit-sharing,"Scope of legislation, Access to resources, Benefit-sharing, Prior informed consent (PIC), Contractual terms, Compliance, Legal sanctions",Regulation,"Regulates the access to in situ genetic resources and traditional knowledge thereof within Costa Rica. Includes later amendments from decree Nº 41591 of 2018.
",2003-10-03,2003-10-03,Spanish,"Ejecutivo Decreto Nº 31514-MINAE ",https://ampeid.org/static/96d7ae64129f7d45fc29bcd51d88fb8f/cr129es_1..pdf,629 kB,.pdf
Executive Decree Nº 33697-MINAE,,CRI,,CRI,Access and benefit-sharing,"Scope of legislation, Access to resources, Benefit-sharing, Contractual terms, Prior informed consent (PIC)",Regulation,"Regulates the access to ex situ genetic resources found within collections in Costa Rica. Includes amendments from decree Nº 41591 of 2018.
",2007-02-06,2007-02-06,Spanish,Decreto Ejecutivo Nº 33697,https://ampeid.org/static/cd09eb685602cfe2a388e31a726f8a60/Decreto ejecutivo Nº 33697 Normas de acceso ex situ incluye reformas del Decreto N° 41591..pdf,634 kB,.pdf
"Executive Order No. 247 May 18, 1995","Prescribing Guidelines and Establishing a Regulatory Framework for the Prospecting of Biological and Genetic Resources, Their By-Products and Derivatives, for Scientific and Commercial Purposes; and for Other Purposes",PHL,,PHL,Access and benefit-sharing,"Access to resources, Prior informed consent (PIC), Contractual terms, Benefit-sharing, Compliance, Legal sanctions",Legislation,"This Executive Order establishes the sovereignty of indigenous populations over the genetic diversity and associated knowledge thereof within their territories. 
",1995-05-18,1995-05-18,English,"Executive Order No. 247 May 18, 1995",https://ampeid.org/static/08e38762a6d7438f57fc32afad84430c/ph072en..pdf,34.5 kB,.pdf
Executive Order on Genetic Access and Utilisation Conditions,,IRN,,IRN,Access and benefit-sharing,"Access to resources, Prior informed consent (PIC), Scope of legislation, Compliance",Regulation,"This Order implements article 6 of the Law of Protection and Utilization of the Country's Genetic Resources, and establishes definitions and tasks that collection holders or resource users must perform.
",2021-07-03,2021-07-03,Persian (Farsi),.آیین نامه اجرایی شرایط دسترسی و نحوه بهره برداری ژنتیکی,https://ampeid.org/static/b2c181336428ca2eec1145f268f54446/ira208674..pdf,604 kB,.pdf
Executive Regulation For Apprehension of Violations and Imposition of Penalties For the Environmental Law Issued by the Royal Decree No.M/165 2020,,SAU,,SAU,Access and benefit-sharing,"Compliance, Legal sanctions",Regulation,"This regulations establishes more details regarding the compliance and fines surrounding the environment law.
",2020-01-01,2020-01-01,English,Executive Regulation For Apprehension of Violations and Imposition of Penalties For the Environmental Law Issued by the Royal Decree No.M/165 2020,https://ampeid.org/static/7344ccdba08e32274fca79e8d5705024/sau213546..pdf,1.26 MB,.pdf
Executive Regulation For Apprehension of Violations and Imposition of Penalties For the Environmental Law Issued by the Royal Decree No.M/165 2020,,SAU,,SAU,Access and benefit-sharing,"Compliance, Legal sanctions",Regulation,"This regulations establishes more details regarding the compliance and fines surrounding the environment law.
",2020-01-01,2020-01-01,Arabic,اللائحة التنفيذية لضبط المخالفات,https://ampeid.org/static/99994308535c82c4720b27d853c2ebd4/اللائحة التنفيذية لضبط المخالفات وايقاع العقوبات (1)..pdf,832 kB,.pdf
