Treaty,Country,Status,Signed,Ratified,Entered into force,"Reservations, understandings, and declarations","Reservations, understandings, and declarations text"
Cartagena Protocol,ARM,Party,,2004-04-30,2004-07-29,,
Cartagena Protocol,AUS,Non-party,,,,,
Cartagena Protocol,AUT,Party,2000-05-24,2002-08-27,2003-09-11,,
Cartagena Protocol,AZE,Party,,2005-04-01,2005-06-30,,
Cartagena Protocol,BHS,Party,2000-05-24,2004-01-15,2004-04-14,,
Cartagena Protocol,BHR,Party,,2012-02-07,2012-05-07,,
Cartagena Protocol,BGD,Party,2000-05-24,2004-02-05,2004-05-05,,
Cartagena Protocol,BRB,Party,,2002-09-06,2003-09-11,,
Cartagena Protocol,BLR,Party,,2002-08-26,2003-09-11,,
Cartagena Protocol,BEL,Party,2000-05-24,2004-04-15,2004-07-14,,
Cartagena Protocol,BLZ,Party,,2004-02-12,2004-05-12,,
Cartagena Protocol,BEN,Party,2000-05-24,2005-03-02,2005-05-31,,
Cartagena Protocol,BTN,Party,,2002-08-26,2003-09-11,,
Cartagena Protocol,BOL,Party,2000-05-24,2002-04-22,2003-09-11,,
Cartagena Protocol,BIH,Party,,2009-10-01,2009-12-30,,
Cartagena Protocol,BWA,Party,2001-06-01,2002-06-11,2003-09-11,,
Cartagena Protocol,BRA,Party,,2003-11-24,2004-02-22,,
Cartagena Protocol,BRN,Non-party,,,,,
Cartagena Protocol,BGR,Party,2000-05-24,2000-10-13,2003-09-11,,
Cartagena Protocol,BFA,Party,2000-05-24,2003-08-04,2003-11-02,,
Cartagena Protocol,BDI,Party,,2008-10-02,2008-12-31,,
Cartagena Protocol,KHM,Party,,2003-09-17,2003-12-16,,
Cartagena Protocol,CMR,Party,2001-02-09,2003-02-20,2003-09-11,,
Cartagena Protocol,CAN,Signatory,2001-04-19,,,,
Cartagena Protocol,CPV,Party,,2005-11-01,2006-01-30,,
Cartagena Protocol,CAF,Party,2000-05-24,2008-11-18,2009-02-16,,
Cartagena Protocol,TCD,Party,2000-05-24,2006-11-01,2007-01-30,,
Cartagena Protocol,CHL,Signatory,2000-05-24,,,,
Cartagena Protocol,CHN,Party,2023-08-08,2005-06-08,2005-09-06,,
Cartagena Protocol,HKG,Non-party,,,,,
Cartagena Protocol,MAC,Non-party,,,,,
Cartagena Protocol,TWN,Non-party,,,,,
Cartagena Protocol,COL,Party,2000-05-24,2003-05-20,2003-09-11,,
Cartagena Protocol,COM,Party,,2009-03-25,2009-06-23,,
Cartagena Protocol,COK,Signatory,2001-05-21,,,,
Cartagena Protocol,CRI,Party,2000-05-24,2007-02-06,2007-05-07,,
Cartagena Protocol,CIV,Party,,2015-03-12,2015-06-10,,
Cartagena Protocol,HRV,Party,2000-09-08,2002-08-29,2003-09-11,,
Cartagena Protocol,CUB,Party,2000-05-24,2002-09-17,2003-09-11,,
Cartagena Protocol,CUW,Non-party,,,,,
Cartagena Protocol,CYP,Party,,2003-12-05,2004-03-04,,
Cartagena Protocol,CZE,Party,2000-05-24,2001-10-08,2003-09-11,,
Cartagena Protocol,COD,Party,,2005-03-23,2005-06-21,,
Cartagena Protocol,DNK,Party,2000-05-24,2002-08-27,2003-09-11,,
Cartagena Protocol,DJI,Party,,2002-04-08,2003-09-11,,
Cartagena Protocol,DMA,Party,,2004-07-13,2004-10-11,,
Cartagena Protocol,DOM,Party,,2006-06-20,2006-09-18,,
Cartagena Protocol,ECU,Party,2000-05-24,2003-01-30,2003-09-11,,
Cartagena Protocol,EGY,Party,2000-12-20,2003-12-23,2004-03-21,,
Cartagena Protocol,SLV,Party,2000-05-24,2003-09-26,2003-12-25,,
Cartagena Protocol,GNQ,Non-party,,,,,
Cartagena Protocol,ERI,Party,,2005-03-10,2005-06-08,,
Cartagena Protocol,EST,Party,2000-09-06,2004-03-24,2004-06-22,,
Cartagena Protocol,SWZ,Party,,2006-01-13,2006-04-13,,
Cartagena Protocol,ETH,Party,2000-05-24,2003-10-09,2004-01-07,,
Cartagena Protocol,,Party,2000-05-24,2002-08-27,2003-09-11,Understanding / Declaration,"Declaration:
       ""The European Community declares that, in accordance with the Treaty establishing the European Community, and in particular Article 175(l) thereof, it is competent for entering into international agreements, and for implementing the obligations resulting therefrom, which contribute to the pursuit of the following objectives:
       - preserving, protecting and improving the quality of the environment;
       - protecting human health;
       - prudent and rational utilisation of natural resources;
       - promoting measures at international level to deal with regional or worldwide environmental problems.
       Moreover, the European Community declares that it has already adopted legal instruments, binding on its Member States, covering matters governed by this Protocol, and will submit and update, as appropriate, a list of those legal instruments to the Biosafety Clearing House in accordance with Article 20(3)(a) of the Cartagena Protocol on Biosafety.
       The European Community is responsible for the performance of those obligations resulting from the Cartagena Protocol on Biosafety which are covered by Community law in force.
       The exercise of Community competence is, by its nature, subject to continuous development."""
Cartagena Protocol,FJI,Party,2001-05-02,2001-06-05,2003-09-11,,
Cartagena Protocol,FIN,Party,2000-05-24,2004-07-09,2004-10-07,,
Cartagena Protocol,FRA,Party,2000-05-24,2003-04-07,2003-09-11,,
Cartagena Protocol,GAB,Party,,2007-05-02,2007-07-31,,
Cartagena Protocol,GMB,Party,2000-05-24,2004-06-09,2004-09-07,,
Cartagena Protocol,GEO,Party,,2008-11-04,2009-02-02,,
Cartagena Protocol,DEU,Party,2000-05-24,2003-11-20,2004-02-18,,
Cartagena Protocol,GHA,Party,,2003-05-30,2003-09-11,,
Cartagena Protocol,GRC,Party,2000-05-24,2004-05-21,2004-08-19,,
Cartagena Protocol,GRD,Party,2000-05-24,2004-02-05,2004-05-05,,
Cartagena Protocol,GTM,Party,,2004-10-28,2005-01-26,,
Cartagena Protocol,GIN,Party,2000-05-24,2007-12-11,2008-03-10,,
Cartagena Protocol,GNB,Party,,2010-05-19,2010-08-17,,
Cartagena Protocol,GUY,Party,,2008-03-18,2008-06-16,,
Cartagena Protocol,HTI,Signatory,2000-05-24,,,,
Cartagena Protocol,HND,Party,2000-05-24,2008-11-18,2009-02-16,,
Cartagena Protocol,HUN,Party,2000-05-24,2004-01-13,2004-04-12,,
Cartagena Protocol,ISL,Signatory,2001-06-01,,,,
Cartagena Protocol,IND,Party,2001-01-23,2003-01-17,2003-09-11,,
Cartagena Protocol,IDN,Party,2000-05-24,2004-12-03,2005-03-03,,
Cartagena Protocol,IRN,Party,2001-04-23,2003-11-20,2004-02-18,,
Cartagena Protocol,IRQ,Party,,2014-03-03,2014-06-01,,
Cartagena Protocol,IRL,Party,2000-05-24,2003-11-14,2004-02-12,,
Cartagena Protocol,ISR,Non-party,,,,,
Cartagena Protocol,ITA,Party,2000-05-24,2004-03-24,2004-06-22,,
Cartagena Protocol,JAM,Party,2001-06-04,2012-09-25,2012-12-24,,
Cartagena Protocol,JPN,Party,,2003-11-21,2004-02-19,,
Cartagena Protocol,JOR,Party,2000-10-11,2003-11-11,2004-02-09,,
Cartagena Protocol,KAZ,Party,,2008-09-08,2008-12-07,,
Cartagena Protocol,KEN,Party,2000-05-15,2002-01-24,2003-09-11,,
Cartagena Protocol,KIR,Party,2000-09-07,2004-04-20,2004-07-19,,
Cartagena Protocol,XXK,Non-party,,,,,
Cartagena Protocol,KWT,Party,,2017-06-01,2017-08-30,,
Cartagena Protocol,KGZ,Party,,2005-10-05,2006-01-03,,
Cartagena Protocol,LAO,Party,,2004-08-03,2004-11-01,,
Cartagena Protocol,LVA,Party,,2004-02-13,2004-05-13,,
Cartagena Protocol,LBN,Party,,2013-02-06,2013-05-07,,
Cartagena Protocol,LSO,Party,,2001-09-20,2003-09-11,,
Cartagena Protocol,LBR,Party,,2002-02-15,2003-09-11,,
Cartagena Protocol,LBY,Party,,2005-06-14,2005-09-12,,
Cartagena Protocol,LIE,Non-party,,,,,
Cartagena Protocol,LTU,Party,2000-05-24,2003-11-07,2004-02-05,,
Cartagena Protocol,LUX,Party,2000-07-11,2002-08-28,2003-09-11,,
Cartagena Protocol,MDG,Party,2000-09-14,2003-11-24,2004-02-22,,
Cartagena Protocol,MWI,Party,2000-05-24,2009-02-27,2009-05-28,,
Cartagena Protocol,MYS,Party,2000-05-24,2003-09-03,2003-12-02,,
Cartagena Protocol,MDV,Party,,2002-09-02,2003-09-11,,
Cartagena Protocol,MLI,Party,2001-04-04,2002-08-28,2003-09-11,,
Cartagena Protocol,MLT,Party,,2007-01-05,2007-04-05,,
Cartagena Protocol,MHL,Party,,2003-01-27,2003-09-11,,
Cartagena Protocol,MRT,Party,,2005-07-22,2005-10-20,,
Cartagena Protocol,MUS,Party,,2002-04-11,2003-09-11,,
Cartagena Protocol,MEX,Party,2000-05-24,2002-08-27,2003-09-11,,
Cartagena Protocol,FSM,Non-party,,,,,
Cartagena Protocol,MCO,Signatory,2000-05-24,,,,
Cartagena Protocol,MNG,Party,,2003-07-22,2003-10-20,,
Cartagena Protocol,MNE,Party,,2006-10-23,2006-06-03,,
Cartagena Protocol,MAR,Party,2000-05-25,2011-04-25,2011-07-24,,
Cartagena Protocol,MOZ,Party,2000-05-24,2002-10-21,2003-09-11,,
Cartagena Protocol,MMR,Party,2001-05-11,2008-02-13,2008-05-13,,
Cartagena Protocol,NAM,Party,2000-05-24,2005-02-10,2005-05-11,,
Cartagena Protocol,NRU,Party,,2001-11-12,2003-09-11,,
Cartagena Protocol,NPL,Signatory,,,,,
Cartagena Protocol,NLD,Party,2000-05-24,2002-01-08,2003-09-11,,
Cartagena Protocol,NCL,Non-party,,,,,
Cartagena Protocol,NZL,Party,2000-05-24,2005-02-24,2005-05-25,,
Cartagena Protocol,NIC,Party,2000-05-26,2002-08-28,2003-09-11,,
Cartagena Protocol,NER,Party,2000-05-24,2004-09-30,2004-12-29,,
Cartagena Protocol,NGA,Party,2000-05-24,2003-07-15,2003-10-13,,
Cartagena Protocol,NIU,Party,,2002-07-08,2003-09-11,,
Cartagena Protocol,PRK,Party,2001-04-20,2003-07-29,2003-10-27,,
Cartagena Protocol,MKD,Party,2000-07-26,2005-06-14,2005-09-12,,
Cartagena Protocol,NOR,Party,2000-05-24,2001-05-10,2003-09-11,,
Cartagena Protocol,OMN,Party,,2003-04-11,2003-09-11,,
Cartagena Protocol,PAK,Party,2001-06-04,2009-03-02,2009-05-31,,
Cartagena Protocol,PLW,Party,2001-05-29,2003-06-13,2003-09-11,,
Cartagena Protocol,PSE,Party,,2015-01-02,2015-04-02,,
Cartagena Protocol,PAN,Party,2001-05-11,2002-05-01,2003-09-11,,
Cartagena Protocol,PNG,Party,,2005-10-14,2006-01-12,,
Cartagena Protocol,PRY,Party,2001-05-03,2004-03-10,2004-06-08,,
Cartagena Protocol,PER,Party,2000-05-24,2004-04-14,2004-07-13,,
Cartagena Protocol,PHL,Party,2000-05-24,2006-10-05,2007-01-03,,
Cartagena Protocol,POL,Party,2000-05-24,2003-12-10,2004-03-09,,
Cartagena Protocol,PRT,Party,2000-05-24,2004-09-30,2004-12-29,,
Cartagena Protocol,PRI,Non-party,,,,,
Cartagena Protocol,QAT,Party,,2007-03-14,2007-06-12,,
Cartagena Protocol,MDA,Party,2001-02-14,2003-03-04,2003-09-11,,
Cartagena Protocol,COG,Party,2000-10-11,2006-07-13,2006-10-11,,
Cartagena Protocol,ROU,Party,2000-10-11,2003-06-30,2003-09-28,,
Cartagena Protocol,RUS,Non-party,,,,,
Cartagena Protocol,RWA,Party,2000-05-24,2004-07-22,2004-10-20,,
Cartagena Protocol,KNA,Party,,2001-05-23,2003-09-11,,
Cartagena Protocol,LCA,Party,,2005-06-16,2005-09-14,,
Cartagena Protocol,VCT,Party,,2003-08-27,2003-11-25,,
Cartagena Protocol,WSM,Party,2000-05-24,2002-05-30,2003-09-11,,
Cartagena Protocol,SMR,Non-party,,,,,
Cartagena Protocol,STP,Non-party,,,,,
Cartagena Protocol,SAU,Party,,2007-08-09,2007-11-07,,
Cartagena Protocol,SEN,Party,2000-10-31,2003-10-08,2004-01-06,,
Cartagena Protocol,SRB,Party,,2006-02-08,2006-05-09,,
Cartagena Protocol,SYC,Party,2001-01-23,2004-05-13,2004-08-11,,
Cartagena Protocol,SLE,Party,,2020-06-15,2020-09-13,,
Cartagena Protocol,SGP,Non-party,,,,,
Cartagena Protocol,SVK,Party,2000-05-24,2003-11-24,2004-02-22,,
Cartagena Protocol,SVN,Party,2000-05-24,2002-11-20,2003-09-11,,
Cartagena Protocol,SLB,Party,,2004-07-28,2004-10-26,,
Cartagena Protocol,SOM,Party,,2010-07-26,2010-10-24,,
Cartagena Protocol,ZAF,Party,,2003-08-14,2003-11-12,,
Cartagena Protocol,KOR,Party,2000-09-06,2007-10-03,2008-01-01,,
Cartagena Protocol,SSD,Non-party,,,,,
Cartagena Protocol,ESP,Party,2000-05-24,2002-01-16,2003-09-11,,
Cartagena Protocol,LKA,Party,2000-05-24,2004-04-28,2004-07-26,,
Cartagena Protocol,SDN,Party,,2005-06-13,2005-09-11,,
Cartagena Protocol,SUR,Party,,2008-03-27,2008-06-25,,
Cartagena Protocol,SWE,Party,2000-05-24,2002-08-08,2003-09-11,,
Cartagena Protocol,CHE,Party,2000-05-24,2002-03-26,2003-09-11,,
Cartagena Protocol,SYR,Party,,2004-04-01,2004-06-30,Understanding / Declaration,"Declaration:
       [The Government of the Syrian Arab Republic] affirms, however, that the accession of the Syrian Arab Republic to the said Protocol in no way signifies recognition of Israel nor shall it be conducive to entry into any dealings therewith in respect of matters governed by that Protocol."
Cartagena Protocol,TJK,Party,,2004-02-12,2004-05-12,,
Cartagena Protocol,THA,Party,,2005-11-10,2006-02-08,,
Cartagena Protocol,TLS,Non-party,,,,,
Cartagena Protocol,TGO,Party,2000-05-24,2004-07-02,2004-09-30,,
Cartagena Protocol,TKL,Non-party,,,,,
Cartagena Protocol,TON,Party,,2003-09-18,2003-12-17,,
Cartagena Protocol,TTO,Party,,2000-10-05,2003-09-11,,
Cartagena Protocol,TUN,Party,2001-04-19,2003-01-22,2003-09-11,,
Cartagena Protocol,TUR,Party,2000-05-24,2003-10-24,2004-01-24,,
Cartagena Protocol,TKM,Party,,2008-08-21,2008-11-19,,
Cartagena Protocol,TUV,Non-party,,,,,
Cartagena Protocol,UGA,Party,2000-05-24,2001-11-30,2003-09-11,,
Cartagena Protocol,UKR,Party,,2002-12-06,2003-09-11,,
Cartagena Protocol,ARE,Party,,2014-09-12,2014-12-11,,
Cartagena Protocol,GBR,Party,2000-05-24,2003-11-19,2004-02-17,,
Cartagena Protocol,TZA,Party,,2003-04-24,2003-09-11,,
Cartagena Protocol,USA,Non-party,,,,,
Cartagena Protocol,URY,Party,2001-06-01,2011-11-02,2012-01-31,,
Cartagena Protocol,UZB,Party,,2019-10-25,2020-01-23,,
Cartagena Protocol,VUT,Non-party,,,,,
Cartagena Protocol,VAT,Non-party,,,,,
Cartagena Protocol,VEN,Party,2000-05-24,2002-05-13,2003-09-11,,
Cartagena Protocol,VNM,Party,,2004-01-21,2004-04-20,,
Cartagena Protocol,YEM,Party,,2005-12-01,2006-03-01,,
Cartagena Protocol,ZMB,Party,,2004-04-27,2004-07-25,,
Cartagena Protocol,ZWE,Party,2001-06-04,2005-02-25,2005-05-26,,
World Health Organization,AFG,Party,,1948-04-19,1948-04-19,,
World Health Organization,ALB,Party,1946-07-22,1947-05-26,1948-04-07,,
World Health Organization,DZA,Party,,1962-11-08,1962-11-08,,
World Health Organization,AND,Party,,1997-01-15,1997-01-15,,
World Health Organization,AGO,Party,,1976-05-15,1976-05-15,,
World Health Organization,ATG,Party,,1984-03-12,1984-03-12,,
World Health Organization,ARG,Party,1946-07-22,1948-10-22,1948-10-22,,
World Health Organization,ARM,Party,,1992-05-04,1992-05-04,,
World Health Organization,AUS,Party,1946-07-22,1948-02-02,1948-04-07,,
World Health Organization,AUT,Party,1946-07-22,1947-06-30,1948-04-07,,
World Health Organization,AZE,Party,,1992-10-02,1992-10-02,,
World Health Organization,BHS,Party,,1974-04-01,1974-04-01,,
World Health Organization,BHR,Party,,1971-11-02,1971-11-02,,
World Health Organization,BGD,Party,,1972-05-19,1972-05-19,,
World Health Organization,BRB,Party,,1967-04-25,1967-04-25,,
World Health Organization,BLR,Party,1946-07-22,1948-04-07,1948-04-07,,
World Health Organization,BEL,Party,1946-07-22,1948-06-25,1948-06-25,,
World Health Organization,BLZ,Party,,1990-08-23,1990-08-23,,
World Health Organization,BEN,Party,,1960-09-20,1960-09-20,,
World Health Organization,BTN,Party,,1982-03-08,1982-03-08,,
World Health Organization,BOL,Party,1946-07-22,1949-12-23,1949-12-23,,
World Health Organization,BIH,Party,,1992-09-10,1992-09-10,,
World Health Organization,BWA,Party,,1975-02-26,1975-02-26,,
World Health Organization,BRA,Party,1946-07-22,1948-06-02,1948-06-02,,
World Health Organization,BRN,Party,,1985-03-25,1985-03-25,,
World Health Organization,BGR,Party,1946-07-22,1948-06-09,1948-06-09,,
World Health Organization,BFA,Party,,1960-10-04,1960-10-04,,
World Health Organization,BDI,Party,,1962-10-22,1962-10-22,,
World Health Organization,KHM,Party,,1950-05-17,1950-05-17,,
World Health Organization,CMR,Party,,1960-05-06,1960-05-06,,
World Health Organization,CAN,Party,1946-07-22,1946-08-29,1948-04-07,,
World Health Organization,CPV,Party,,1976-01-05,1976-01-05,,
World Health Organization,CAF,Party,,1960-09-20,1960-09-20,,
World Health Organization,TCD,Party,,1961-01-01,1961-01-01,,
World Health Organization,CHL,Party,1946-07-22,1948-10-15,1948-10-15,,
World Health Organization,CHN,Party,,1946-07-22,1948-04-07,Note,
World Health Organization,HKG,Non-party,,,,,
World Health Organization,MAC,Non-party,,,,,
World Health Organization,TWN,Non-party,,,,,
World Health Organization,COL,Party,1946-07-22,1959-05-14,1959-05-14,,
World Health Organization,COM,Party,,1975-12-09,1975-12-09,,
World Health Organization,COK,Party,,1984-05-09,1984-05-09,,
World Health Organization,CRI,Party,1946-07-22,1949-03-17,1949-03-17,,
World Health Organization,CIV,Party,,1960-10-28,1960-10-28,,
World Health Organization,HRV,Party,,1992-06-11,1992-06-11,,
World Health Organization,CUB,Party,1946-07-22,1950-05-09,1950-05-09,,
World Health Organization,CUW,Non-party,,,,,
World Health Organization,CYP,Party,,1961-01-16,1961-01-16,,
World Health Organization,CZE,Party,,1993-01-22,1993-01-22,Note,"Czechoslovakia had signed and accepted the Convention on 22 July 1946 and 1 March 1948, respectively."
World Health Organization,COD,Party,,1961-02-24,1961-02-24,,
World Health Organization,DNK,Party,1946-07-22,1948-04-19,1948-04-19,,
World Health Organization,DJI,Party,,1978-03-10,1978-03-10,,
World Health Organization,DMA,Party,,1981-08-13,1981-08-13,,
World Health Organization,DOM,Party,1946-07-22,1948-06-21,1948-06-21,,
World Health Organization,ECU,Party,1946-07-22,1949-03-01,1949-03-01,,
World Health Organization,EGY,Party,1946-07-22,1947-12-16,1948-04-07,,
World Health Organization,SLV,Party,1946-07-22,1948-06-22,1948-06-22,,
World Health Organization,GNQ,Party,,1980-05-05,1980-05-05,,
World Health Organization,ERI,Party,,1993-07-24,1993-07-24,,
World Health Organization,EST,Party,,1993-03-31,1993-03-31,,
World Health Organization,SWZ,Party,,1973-04-16,1973-04-16,,
World Health Organization,ETH,Party,1946-07-22,1947-04-11,1948-04-07,,
World Health Organization,,Non-party,,,,,
World Health Organization,FJI,Party,,1972-01-01,1972-01-01,,
World Health Organization,FIN,Party,1946-07-22,1947-10-07,1948-04-07,,
World Health Organization,FRA,Party,1946-07-22,1948-06-16,1948-06-16,,
World Health Organization,GAB,Party,,1960-11-21,1960-11-21,,
World Health Organization,GMB,Party,,1971-04-26,1971-04-26,,
World Health Organization,GEO,Party,,1992-05-26,1992-05-26,,
World Health Organization,DEU,Party,,1951-05-29,1951-05-29,Note,The German Democratic Republic had accepted the Constitution on 8 May 1973.
World Health Organization,GHA,Party,,1957-04-08,1957-04-08,,
World Health Organization,GRC,Party,1946-07-22,1948-03-12,1948-04-07,,
World Health Organization,GRD,Party,,1974-12-04,1974-12-04,,
World Health Organization,GTM,Party,1946-07-22,1949-08-26,1949-08-26,,
World Health Organization,GIN,Party,,1959-05-19,1959-05-19,,
World Health Organization,GNB,Party,,1974-07-29,1974-07-29,,
World Health Organization,GUY,Party,,1966-09-27,1966-09-27,,
World Health Organization,HTI,Party,1946-07-22,1947-08-12,1948-04-07,,
World Health Organization,HND,Party,1946-07-22,1949-04-08,1949-04-08,,
World Health Organization,HUN,Party,1947-02-19,1948-06-17,1948-06-17,,
World Health Organization,ISL,Party,,1948-06-17,1948-06-17,,
World Health Organization,IND,Party,1946-07-22,1948-01-12,1948-04-07,,
World Health Organization,IDN,Party,,1950-05-23,1950-05-23,,
World Health Organization,IRN,Party,1946-07-22,1946-11-23,1948-04-07,,
World Health Organization,IRQ,Party,1946-07-22,1947-09-23,1948-04-07,,
World Health Organization,IRL,Party,1946-07-22,1947-10-20,1948-04-07,,
World Health Organization,ISR,Party,,1949-06-21,1949-06-21,,
World Health Organization,ITA,Party,1946-07-22,1947-04-11,1948-04-07,,
World Health Organization,JAM,Party,,1963-03-21,1963-03-21,,
World Health Organization,JPN,Party,,1951-05-16,1951-05-16,,
World Health Organization,JOR,Party,1946-07-22,1947-04-07,1948-04-07,,
World Health Organization,KAZ,Party,,1992-08-19,1992-08-19,,
World Health Organization,KEN,Party,,1964-01-27,1964-01-27,,
World Health Organization,KIR,Party,,1984-07-26,1984-07-26,,
World Health Organization,XXK,Non-party,,,,,
World Health Organization,LIE,Non-party,,,,,
World Health Organization,KWT,Party,,1960-05-09,1960-05-09,,
World Health Organization,KGZ,Party,,1992-04-29,1992-04-29,,
World Health Organization,LAO,Party,,1950-05-17,1950-05-17,,
World Health Organization,LVA,Party,,1991-12-04,1991-12-04,,
World Health Organization,LBN,Party,1946-07-22,1949-01-19,1949-01-19,,
World Health Organization,LSO,Party,,1967-07-07,1967-07-07,,
World Health Organization,LBR,Party,1946-07-22,1947-03-14,1948-04-07,,
World Health Organization,LBY,Party,,1952-05-16,1952-05-16,,
World Health Organization,LTU,Party,,1991-11-25,1991-11-25,,
World Health Organization,LUX,Party,1946-07-22,1949-06-03,1949-06-03,,
World Health Organization,MDG,Party,,1961-01-16,1961-01-16,,
World Health Organization,MWI,Party,,1965-04-09,1965-04-09,,
World Health Organization,MYS,Party,,1958-04-24,1958-04-24,,
World Health Organization,MDV,Party,,1965-11-05,1965-11-05,,
World Health Organization,MLI,Party,,1960-10-17,1960-10-17,,
World Health Organization,MLT,Party,,1965-02-01,1965-02-01,,
World Health Organization,MHL,Party,,1991-06-05,1991-06-05,,
World Health Organization,MRT,Party,,1961-03-07,1961-03-07,,
World Health Organization,MUS,Party,,1968-12-09,1968-12-09,,
World Health Organization,MEX,Party,1946-07-22,1948-04-07,1948-04-07,,
World Health Organization,FSM,Party,,1991-08-14,1991-08-14,,
