Topic,Subtopic,Country,Status,Status justification
General vaccination policies,Enforcement of childhood vaccination requirement,ZMB,2 or more enforcement mechanisms,"In Zambia, according to the law, children without the Smallpox vaccination may not be admitted to schools (social exclusion) and their parents may be fined up to 750 penalty units. "
General vaccination policies,Enforcement of childhood vaccination requirement,KOR,2 or more enforcement mechanisms,"In South Korea, citizens that refuse childhood vaccination can be fined up to 2 million won (criminalization) and may not attend school (social exclusion). "
General vaccination policies,Enforcement of childhood vaccination requirement,IRN,2 or more enforcement mechanisms,"In Iran, children will face social exclusion from schools and nurseries, and parents may be faced with a fine of between 200,000 and 1,000,000 Rials, and/or a prison sentence of up to one month. "
General vaccination policies,Enforcement of childhood vaccination requirement,LSO,2 or more enforcement mechanisms,"In Lesotho, students that do not have the Smallpox vaccination may not be admitted to schools and their parents may be fined up to 200 Rands and/or receive a jail sentence up to 6 months. "
General vaccination policies,Enforcement of childhood vaccination requirement,MDV,2 or more enforcement mechanisms,"Children in the Maldives are required to show proof of immunization from required diseases upon school enrollment. Additionally, individuals that do not vaccinate their children can incur a fine of up to 3,000 Maldivian Rufiya. "
General vaccination policies,Enforcement of childhood vaccination requirement,MDV,2 or more enforcement mechanisms,"In the Maldives, individuals that fail to comply with emergency vaccination may incur a fine up to Maldivian Rufiya and may, under court order, be forcibly vaccinated. "
General vaccination policies,Enforcement of childhood vaccination requirement,ARG,2 or more enforcement mechanisms,"In Argentina, failure to receive an emergency vaccination can result in a criminalization, which varies regionally, and/or forcible vaccination. "
General vaccination policies,Enforcement of childhood vaccination requirement,HUN,2 or more enforcement mechanisms,"Individuals may be fined up to 500,000 Hungarian Forints for failing to receive an emergency vaccination, and the law may be interpreted to allow for forcible vaccination. "
General vaccination policies,Enforcement of childhood vaccination requirement,MEX,2 or more enforcement mechanisms,"In Mexico, the government reserves the right to forcibly vaccinate individuals and can prosecute individuals for failing to receive an emergency vaccination, though the exact penalty is unclear (Criminalization). "
General vaccination policies,Enforcement of childhood vaccination requirement,MDA,2 or more enforcement mechanisms,"Individuals that have failed to receive emergency vaccinations may be barred from communal settings. Additionally, the law allows for unvaccinated individuals to be held liable in the case that their status causes the occurrence of communicable diseases. These individuals would be required to compensate the expenses of medical, sanitary and public health institutions for the provision of services to those sick with the communicable disease. "
General vaccination policies,Enforcement of childhood vaccination requirement,AFG,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,PAK,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,KEN,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,ISR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,DNK,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CAN,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NOR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,GBR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,PRT,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,ESP,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NLD,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CHE,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,AUT,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,GRC,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,LTU,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,EST,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SWE,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,FIN,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SWZ,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NAM,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,JPN,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,ZWE,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,ISL,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,FJI,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,KHM,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,MOZ,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,BOL,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,GHA,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,BDI,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,ZAF,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,UZB,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,IRL,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,ETH,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,TUR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,THA,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,AZE,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,IND,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,BGD,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,MMR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CHN,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,GTM,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NIU,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NER,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,TCD,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,DJI,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SSD,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SOM,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,AGO,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,PNG,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NZL,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,TLS,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,MYS,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,LUX,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SUR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,LIE,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NPL,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,ARM,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SYR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,YEM,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CYP,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SEN,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,GMB,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SLE,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CMR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NGA,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CAF,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,ERI,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,COG,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,GAB,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CIV,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,LBN,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,GNQ,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,GNB,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,BLR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,MRT,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CUB,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,VAT,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,NRU,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,STP,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SYC,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,VUT,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,HTI,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CPV,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,SLB,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,MAR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,MUS,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,RWA,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,CUW,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,MHL,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,COK,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,TON,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Enforcement of childhood vaccination requirement,KIR,No childhood vaccination requirement,"Routine childhood vaccinations are not mandated in this country. "
General vaccination policies,Exemption from childhood vaccination requirement,ITA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,POL,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,SGP,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,HND,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,FRA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,DEU,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,CHL,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,ARG,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,BEL,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,SVN,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,BGR,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,CZE,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,BIH,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,HRV,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,SRB,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,ROU,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,HUN,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,MKD,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,LBY,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,MDA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,ALB,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,SVK,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,UKR,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,TJK,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,BWA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,BLZ,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,DMA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,TZA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,JAM,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,VCT,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,PER,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,VEN,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,MEX,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,CRI,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,GRD,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,UGA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,NIC,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,PRY,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,LBR,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,MWI,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,PLW,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,URY,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,DZA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,LKA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,BHR,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,ZMB,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,SDN,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,MNE,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,TUN,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,BHS,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,LSO,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,AUS,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,TWN,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,GUY,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,KNA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,ARE,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,BFA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,AND,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,FSM,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,MCO,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,LCA,Medical exemptions,"Legislation specifies that medical exemptions are the only accepted type of exemption from childhood vaccination requirements. These exemptions are received after examination by a medical professional that results in determination of a medical contraindication to the vaccine. "
General vaccination policies,Exemption from childhood vaccination requirement,WSM,Medical exemptions,"Routine childhood vaccinations are not mandated in this country. "
